,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10728990,Arteterapia,26,1,0,,2018-06-19 00:00:00.0,2018-06-19 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ce3c2a52e6fe3610VgnVCM1000001d4a900aRCRD,Arteterapia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d7eb2a52e6fe3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Mar�a Zambrano (Tetu�n),440857,4480052,40.4796082629702,-3.66579902069463,CIUDAD LINEAL,/contenido/actividades/CuentacuentosTiteresMarionetas,
10729756,Arteterapia,27,1,0,,2018-06-26 00:00:00.0,2018-06-26 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b7d124471d3f3610VgnVCM1000001d4a900aRCRD,Arteterapia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d7eb2a52e6fe3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Mar�a Zambrano (Tetu�n),440857,4480052,,,,/contenido/actividades/Musica,/usuario/Ni�os
10728977,Arteterapia Infantil,28,1,1,"L,M,X,J,V",2018-06-25 00:00:00.0,2018-07-06 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=837a1d52e6fe3610VgnVCM2000001f4a900aRCRD,Arteterapia Infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=051a1d52e6fe3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Mar�a Zambrano (Tetu�n),440857,4480052,40.4599984851034,-3.61488887063036,BARAJAS,/contenido/actividades/Musica/DjsElectronicaExperimental,/usuario/Ni�os
10729062,Aseer: amor oculto,29,1,1,"L,M,X,J,V,S,D",2018-06-20 00:00:00.0,2018-07-02 23:59:00.0,08:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ffd2a52e6fe3610VgnVCM1000001d4a900aRCRD,Aseer: amor oculto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=52dd2a52e6fe3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13ec3d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Conde Duque (Centro),439723,4475438,40.3828189994873,-3.60614006204445,VILLA DE VALLECAS,/contenido/actividades/ConferenciasColoquios,
10657278,"Atchis, cuentos de aqu� y de all�",30,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,18:00,"TEATRO INFANTIL     Audrey Monroe Producciones   Dos hermanas est�n enfermas y muy aburridas, porque no pueden salir a divertirse. De repente Pacita sufre un ataque de estornudos y las dos descubren asombradas que Chopi no sabe estornudar. Este acontecimiento hace que se acuerden de un cuento sobre una princesa que tampoco sab�a estornudar. A partir de este momento las cuentacuentos inician la escenificaci�n de una serie de divertidas historias en las que vali�ndose de los elementos que encuentran en la habitaci�n, representar�n distintos personajes y buscar�n la participaci�n de los ni�os presentes en la sala.   Edad recomendada : A partir de 6 a�os.   Duraci�n  aproximada: 1 hora.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76e15b6376422610VgnVCM2000001f4a900aRCRD,Actividades Auditorio Carmen Laforet.  Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=826c8221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fca22248514ae210VgnVCM1000000b205a0aRCRD,Auditorio Carmen Laforet (Ciudad Lineal),443568,4481205,40.4020727986286,-3.6955325387824,ARGANZUELA,/contenido/actividades/CursosTalleres/Arte,/usuario/Ni�os
10717874,Ateneu Musical Cultural d�Albalat de La Ribera,31,1,0,,2018-07-29 00:00:00.0,2018-07-29 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=259c4badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,40.4796082629702,-3.66579902069463,CIUDAD LINEAL,/contenido/actividades/CuentacuentosTiteresMarionetas,
10731265,Atom?,32,1,0,,2018-07-05 00:00:00.0,2018-07-05 23:59:00.0,21:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cd59b84a2df3610VgnVCM1000001d4a900aRCRD,Atom?,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b45c8ed8249f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d9a78a0dea9e210VgnVCM1000000b205a0aRCRD,Parque Juan Carlos I,447867,4478996,40.4447747490219,-3.61291058446338,SAN BLAS-CANILLEJAS,/contenido/actividades/CineActividadesAudiovisuales,
10718888,Autorretratos: P.D. Ingres,33,1,0,,2018-06-20 00:00:00.0,2018-06-20 23:59:00.0,19:00,Conferencia    Imparte:  Eva Puig,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8a043c8fbbaa3610VgnVCM2000001f4a900aRCRD,Actividades en el Centro Cultural Zazuar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d579622f0120610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Zazuar (Villa de Vallecas),448550,4470424,,,,/contenido/actividades/DanzaBaile,
10714690,"Autorretrato, origen del selfie",34,1,1,"L,M,X,J,V,S,D",2018-09-18 00:00:00.0,2018-11-01 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bbe309cecd093610VgnVCM1000001d4a900aRCRD,"Autorretrato, origen del selfie",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5d6f09cecd093610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD,Centro Cultural Dotacional Integrado Arganzuela,440979,4472617,,,,/contenido/actividades/Fiestas,/usuario/Jovenes
10657288,Ayudemos al mundo. Cuentos medioambientales,35,1,0,,2018-06-30 00:00:00.0,2018-06-30 23:59:00.0,18:00,CUENTACUENTOS     Nelson Calderon   Con este espect�culo entenderemos que entre todos podemos hacer mucho por el bello mundo que conocemos.  �Reciclaje? �Contaminaci�n? Por medio de los cuentos y de su magia sabremos que significan estas palabras y adem�s de manera divertida entenderemos que entre todos podemos hacer mucho por el bello mundo que conocemos   Edad recomendada : A partir de 4 a�os.   Duraci�n  aproximada: 1 hora.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdd25b6376422610VgnVCM2000001f4a900aRCRD,Actividades Auditorio Carmen Laforet.  Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=826c8221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fca22248514ae210VgnVCM1000000b205a0aRCRD,Auditorio Carmen Laforet (Ciudad Lineal),443568,4481205,,,,/contenido/actividades/Fiestas,/usuario/Ni�os
10714922,Baby driver,36,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8930cb8f4193610VgnVCM1000001d4a900aRCRD,Baby driver,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa430cb8f4193610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Buero Vallejo (San Blas - Canillejas),448023,4477305,40.4073163281805,-3.74746541690697,LATINA,/contenido/actividades/DanzaBaile,
10730714,Bailar en la calle,37,1,0,,2018-08-25 00:00:00.0,2018-08-25 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a0bed891b09f3610VgnVCM2000001f4a900aRCRD,Bailar en la calle,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=73fcd891b09f3610VgnVCM2000001f4a900aRCRD,,,,,40.3795846181622,-3.62311034926238,VILLA DE VALLECAS,/contenido/actividades/ActividadesCalleArteUrbano,
10731240,Baile con la Orquesta 'Plenitud',38,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3f73e418a6df3610VgnVCM2000001f4a900aRCRD,Fiesta del Fuego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7572cbf3ee07510VgnVCM1000001d4a900aRCRD,,,,,,,,/contenido/actividades/ActividadesCalleArteUrbano,
10731233,Baile con Orquesta 'Plenitud',39,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,21:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5053e418a6df3610VgnVCM2000001f4a900aRCRD,Fiesta del Fuego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7572cbf3ee07510VgnVCM1000001d4a900aRCRD,,,,,40.3829835905706,-3.78008905641066,LATINA,/contenido/actividades/DanzaBaile,
10721557,Baile para mayores,40,1,1,J,2018-06-07 00:00:00.0,2018-06-28 23:59:00.0,00:00,De 17:30 a 20:30 horas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=02114b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural El Greco (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e1264b68b893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,Centro Sociocultural El Greco (Latina),436578,4473235,,,,/contenido/actividades/Musica,/usuario/Mayores
10718759,Bailekas,41,0,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,19:00,"Lugar:   Paseo Federico Garc�a Lorca. Bulevar peatonal Federico Garc�a Lorca, junto al monumento   Danza   Ciclo: Bailes de Danzas del Mundo  Grupo Raksedonia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=57464e18217a3610VgnVCM2000001f4a900aRCRD,Semana Cultural Villa de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6f9747539a293610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Francisco Fatou (Villa de Vallecas),447107,4470075,,,,/contenido/actividades/Musica,
10723660,Bailekas,42,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6eb443010d9c3610VgnVCM2000001f4a900aRCRD,Bailekas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=842343010d9c3610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/Musica,
10721502,Bailes para mayores,43,1,1,V,2018-06-01 00:00:00.0,2018-06-29 23:59:00.0,17:00,"Todos los viernes, de 17 a 19:30 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cecb4b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Socio Cultural Almirante Churruca (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f22064b68b893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Almirante Churruca (Latina),433786,4470559,,,,/contenido/actividades/Musica,/usuario/Mayores
10717875,Banda de Aranda de Duero,44,1,0,,2018-09-02 00:00:00.0,2018-09-02 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=349c4badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/Musica,
10701438,Banda de m�sica de Vallecas,45,1,1,D,2018-05-13 00:00:00.0,2018-06-24 23:59:00.0,13:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e958e5e031b23610VgnVCM2000001f4a900aRCRD,Banda de m�sica de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53d78023bda23610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/Musica,
10717868,Banda Musical Virgen del Espino,46,1,0,,2018-07-08 00:00:00.0,2018-07-08 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c5c4badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/Musica,
10717866,Banda Sinf�nica Complutense de Alcal� de Henares,47,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=633c4badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,40.446619496438,-3.70346778515199,CHAMBERI,,
10718042,Banda Sinf�nica Municipal de Madrid,48,1,0,,2018-07-01 00:00:00.0,2018-07-01 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec054badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/DanzaBaile,
10718040,Banda Sinf�nica Municipal de Madrid,49,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84544badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,40.4097173769292,-3.65298221091151,MORATALAZ,/contenido/actividades/CuentacuentosTiteresMarionetas,
10718043,Banda Sinf�nica Municipal de Madrid,50,1,0,,2018-09-09 00:00:00.0,2018-09-09 23:59:00.0,12:00,"Programa pendiente de confirmaci�n.   Lugar: Templete del Parque de El Retiro, a las 12 horas.  M�s informaci�n:  www.madrid.es/bandasinfonica",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e054badd26a3610VgnVCM2000001f4a900aRCRD,Conciertos 2018. Bandas al fresco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa19c6b0b9e33610VgnVCM2000001f4a900aRCRD,,,,,,,,/contenido/actividades/Fiestas,
10686487,Batalla de agua,51,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,17:00,Ap�ntate a nuestra batalla de agua con globos bomba y descubre el juego de Capit�n Seco. Tr�ete tu pistola de agua y a jugar.      Fecha y hora de celebraci�n:  s�bado 23 de junio de 17 a 20 horas. (lugar por determinar)   Periodo de inscripci�n:  abierto hasta cubrir plazas   Plazas:  ?15,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79dabc77a38d2610VgnVCM2000001f4a900aRCRD,Actividades en el centro juvenil 'Chamber�'. Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c604786b5fd1410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7054251933357310VgnVCM2000000c205a0aRCRD,Centro Juvenil Chamber�,440346,4477568,40.3910548685872,-3.69580728928922,ARGANZUELA,/contenido/actividades/CursosTalleres,/usuario/Jovenes
10730402,Batukada,52,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,23:15,"Patiukada, Kontrabloko, La Kalle, AMPA Javier de Miguel, Instituto Escuela Superior Madrid Sur.  Lugar: plaza del cine.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b67ddf3e78f3610VgnVCM1000001d4a900aRCRD,Fiestas Madrid Sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f5eddf3e78f3610VgnVCM1000001d4a900aRCRD,,,,,40.3924136784881,-3.69725946786537,ARGANZUELA,/contenido/actividades/ConferenciasColoquios,
10667374,Bebecuentos: A gatas y gatos con Roberto Mezquita,53,1,0,,2018-06-25 00:00:00.0,2018-06-25 23:59:00.0,17:30,"Para beb�s de 9 a 36 meses.     Dos pases, a las 17:30  y a las 18 horas.   Necesaria invitaci�n previa, consultar en la biblioteca.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=045afcadeee42610VgnVCM1000001d4a900aRCRD,Bebecuentos en las bibliotecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=95c1f500d625e510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Miguel Delibes (Moratalaz),444597,4473439,40.3643414486998,-3.75740207183587,CARABANCHEL,/contenido/actividades/ActividadesCalleArteUrbano,"/usuario/Ni�os,/usuario/Familias"
10408253,Berlin Blues,54,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,00:30,Actuaci�n Grupos del Barrio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f69de60645cc510VgnVCM2000001f4a900aRCRD,Fiesta del Fuego,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7572cbf3ee07510VgnVCM1000001d4a900aRCRD,,,,,40.4280288900188,-3.71018235358184,CENTRO,/contenido/actividades/DanzaBaile,
10539544,Bici escuela para ni�os,55,0,1,"X,J,V,S,D",2017-10-01 00:00:00.0,2018-11-07 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86655a74c459f510VgnVCM2000001f4a900aRCRD,Bici escuela para ni�os,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=303e38d0f72cc410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,440946,4471394,40.3945227451067,-3.70008559615599,ARGANZUELA,/contenido/actividades/Exposiciones,/usuario/Ni�os
10590880,BIS / Jornadas de intercambio de semillas,56,1,0,,2018-07-05 00:00:00.0,2018-07-05 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c2aaa9421bd0610VgnVCM2000001f4a900aRCRD,BIS / Jornadas de intercambio de semillas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6238aa9421bd0610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf8dc4219b5ee310VgnVCM2000000c205a0aRCRD,Intermediae Matadero Madrid,440825,4471546,40.3900972829189,-3.66532906372478,PUENTE DE VALLECAS,/contenido/actividades/ExcursionesItinerariosVisitas,
10732016,Block Party (BMX Mad Ride + Trap),57,1,0,,2018-07-29 00:00:00.0,2018-07-29 23:59:00.0,21:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a227f25f73204610VgnVCM1000001d4a900aRCRD,Block Party (BMX Mad Ride + Trap),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f366f25f73204610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7cfaa531dcf9e210VgnVCM2000000c205a0aRCRD,Parque de la Peseta,435803,4468680,40.4141029084467,-3.70985912127359,CENTRO,/contenido/actividades/RecitalesPresentacionesActosLiterarios,
10727371,Bolero 2018,58,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,22:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d609c3034ad3610VgnVCM2000001f4a900aRCRD,Bolero 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16109c3034ad3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Conde Duque,439869,4475716,40.4484289257626,-3.59809698881874,SAN BLAS-CANILLEJAS,/contenido/actividades/Musica,
